Dhc	Andrasfai(2)
]hCKIC`cIOs`S`IOqcIS`hQDQcHQcKhQDIS`hQcIdIOdIS`dIS`QdIOchQcGdIS`AShQEChQcG	Circ(30;1.6.9.11.14)
]hCGKD@gI_t@T@i_igHT@DSEIgIIgLDSDPT@iIgIgi_tPT@TPT@Igi_aiIgGTPT@@TDSEAiIgG	Circ(30;1.7.9.11.13)
]hCGKD@gI_t@T@I_agKT@PSCagGagKPSDCT@gagIaI_tCT@TCT@IaI_agagGTCT@@SPSEAgagG	Circ(30;1.7.9.11.15)
]hCGKD@gI_d@D@a_ggLD@SSEggIggHSSCTD@aggIIa_sTD@STD@IIa_aaggGSTD@@PSSEAaggG	Circ(30;1.7.9.13.15)
]hCGKD@GG_p@P@g_iGLP@TCEiGIiGLTCDTP@IiGGig_pTP@PTP@Gig_aIiGGPTP@@DTCEAIiGG	Circ(30;1.7.11.13.15)
]hCGGC@_I?s@S@i?i_LS@TOEi_Ii_LTODTS@ii_Iii?dTS@DTS@Aii?_ii_GDTS@?TTOE?ii_G	Circ(30;1.9.11.13.15)
]UWosZEWpbBEbEPbCWobEAKWCWsCWqAKW_bECCWsOPbW_bEW_bEKOPbBCCWsW_bEpaAKXbCCWo	Circ(30;2.3.7.8.12)
]UWosZEWpbBEBE`bGWpBECKYGWqGWpCKWPBEAGWsG`bWPBEWPBEKG`bBAGWsWPBEp`CKXbAGWo	Circ(30;2.3.7.8.13)
]UWosXEGobPEPEGbAGsPEPCWaGoaGsPCXCPEGaGoaGbPCPEPCPEGaGbAGaGsPCPEpCPCXaGaGo	Circ(30;2.3.7.11.15)
]UWosXEGob@E`EobKGp`EECYKGuKGrECWp`EEKGoWobOp`EOp`EGWobAEKGsOp`EpBECXaEKGo	Circ(30;2.3.7.12.13)
]UWooYEorBEEEEBB?osEEOWW_oo_ooOWWCEE__ouABBKCEEKCEEEABB@__osKCEEooOWX`__oo	Circ(30;2.3.8.9.15)
]UWooYEOpBAEaEpBKOpaEEGYKOuKOrEGWpaEEKOsWpBGpaEGpaECWpB@EKOsGpaEobEGX`EKOo	Circ(30;2.3.8.12.13)
]QIURGqeQXCqCqaXGePCqCRIGeQGePCRGPCqaGeQGaXCPCqcPCqqGaXKaGePcPCqePCRHKaGeO	Circ(30;2.5.6.9.13)
]QIQPIQqRHEQEQBH?qSEQOXG_qO_qOOXGCEQ__qUABHKCEQKCEQeABHH__qPKCEQcoOXHH__qO	Circ(30;2.5.8.9.15)
]QIQPIQQPHAQaQPHCQSaQQHGcQScQQQHGcaQCcQSQPHGcaQGcaQcQPHHCcQPGcaQcaQHHHCcQO	Circ(30;2.5.8.12.15)
]QIQPGQAOHOQoQWHEASoQR@GeASeAUR@HcoQKeAOqWH@coQ@coQ_qWHGKeAP@coQcER@HGKeAO	Circ(30;2.5.11.12.15)
]QGSUHaKOpPaPaGpAKSPaPEGaKOaKSPEHCPaGaKOaGpPCPapCPaWaGpEGaKOpCPabCPEHEGaKO	Circ(30;2.6.7.11.15)
]QGOSJAWP`BAbAp`KWPbAEKIKWUKWREKGpbAEKWSWp`WpbAWpbAKWp`BEKWOWpbA`bEKHBEKWO	Circ(30;2.7.8.12.13)
]Crb`o[B_MO[o[WMEB_o[B@oEBcEBeB@p_o[KEB_oWM@_o[@_o[_oWMWKEBf@_o[[EB@owKEB_	Circ(30;3.4.5.11.12)
]Crb`o[B_M?[?[?MOBe?[w@poB`oB_w@oM?[@oB_F?M?M?[?M?[_F?MW@oBf?M?[[?w@ow@oB_	Circ(30;3.4.5.14.15)
]Cp`_oK`aECKCKAEO`eCKwOpo``o`_wOoMCK`o`aFAECMCKCMCKAFAEO`o`eCMCKWOwOoo`o`_	Circ(30;3.4.9.14.15)
]CQadPSiaiTSTSIiAi_TS@TOAi_Aic@TP?TSgAia_IiT?TST?TSi_IiIgAidT?TSTS@TOigAi_	Circ(30;3.5.7.9.11)
]CQadPSiaiDSDSaiGi`DSCTQGiaGi`CTOPDSaGiaGaiSPDSSPDSiGaiIaGidSPDSTPCTOiaGi_	Circ(30;3.5.7.9.13)
]CQadPSiaiDSDSAi?icDSOTO_i__i_OTOCDS__iaAAiSCDSSCDSiAAiI__idSCDSTOOTOi__i_	Circ(30;3.5.7.9.15)
]CQadPSI_iPSPSgiII`PSDDQIIaIIdDDPPPSIII_ggiPPPSPPPSgggiIIIIdPPPSTDDDOiIII_	Circ(30;3.5.7.11.13)
]CQadPSI_iPSPSGiAIcPSPDOaI_aIcPDPCPSGaI_aGiPCPSPCPSgaGiIGaIdPCPSTCPDOiGaI_	Circ(30;3.5.7.11.15)
]CQadPSI_i@S@S_iGId@SSDQgIagI`SDOT@SAgI_I_iOT@SOT@SgI_iIAgIdOT@ST@SDOiAgI_	Circ(30;3.5.7.13.15)
]CQa`OSaaISSSSiIIa`SSDPQIaaIadDPPPSSiIaagiIDPSSDPSSagiIGiIadDPSSSTDPOgiIa_	Circ(30;3.5.9.11.13)
]CQa`OSaaISSSSIIAacSSPPOaa_aacPPPCSSgaaaaIIDCSSDCSSaaIIGgaadDCSSSSPPOggaa_	Circ(30;3.5.9.11.15)
]CQa`OSaaICSCSaIGadCSSPQgaaga`SPOTCSagaaIaICTCSCTCSaIaIGagadCTCSSPSPOgaga_	Circ(30;3.5.9.13.15)
]CQa`OSA_IOSOSgIIAdOST@QiAaiAdT@PTOSIiA_igI@TOS@TOS_igIGIiAd@TOSSDT@OgIiA_	Circ(30;3.5.11.13.15)
]CO_cRCW`aBCbCpaKW`bCEKQKWeKWbEKOpbCEKWcWpaWpbCWpbCKWpaBEKWcWpbCPbEKObEKW_	Circ(30;3.7.8.12.13)
]CO_cPCgaaTCTCiaIg`TCDSQIgaIgdDSPPTCiIgagiaTPTCTPTCIgiaAiIgcTPTCPTDSOaiIg_	Circ(30;3.7.9.11.13)
]CO_cPCgaaTCTCIaAgcTCPSOag_agcPSPCTCgagaaIaTCTCTCTCIaIaAgagcTCTCPSPSOagag_	Circ(30;3.7.9.11.15)
]CO_cPCgaaDCDCaaGgdDCSSQggagg`SSOTDCaggaIaaSTDCSTDCIIaaAaggcSTDCPPSSOaagg_	Circ(30;3.7.9.13.15)
]CO_cPCG_aPCPCgaIGdPCTCQiGaiGdTCPTPCIiG_igaPTPCPTPCGigaAIiGcPTPCPDTCOaIiG_	Circ(30;3.7.11.13.15)
]CO__OC_aASCSCiAI_dSCTOQi_ai_dTOPTSCii_aiiADTSCDTSCAiiA?ii_cDTSCOTTOO_ii__	Circ(30;3.9.11.13.15)
]?bFF`wN?{@w@w?{?NC@wOF__N?_N?OF_C@w?_N?A?{OC@woC@wwA?{]?_NBoC@wN?OF_]?_N?	Circ(30;4.5.6.7.15)
]?bFB_wF?[?w?w?[OFE?wwB`oF@oF?wB_M?w@oF?F?[?M?w_M?woF?[[@oFB_M?wM?wB_[@oF?	Circ(30;4.5.6.14.15)
]?`DA_gdASSgSgISQdASghQ`Qd@QdChQ`ISghQdAdISDISgdISgQdISShQdAdISgIShQ_ShQd?	Circ(30;4.6.9.11.14)
]?AEFBo}BwFoFoBw?}?Fo?^??}??}??^??Fo_?}E?Bw[?Fo{?Fo}?BwN_?}@{?FoFo?^?N_?}?	Circ(30;5.6.7.8.9)
]?AEB?oE?W?o?o_WWEF?o{BBwEBwE@{B?^?oBwE?N_W?^?o_^?ooN_WKBwE@_^?oE@{B?KBwE?	Circ(30;5.6.13.14.15)
]?AAD@OiAgTOTOigIi@TODTAIiAIiDDT@PTOiIiAgigTPTOTPTOigigIiIi@TPTODTDT?IiIi?	Circ(30;5.7.9.11.13)
]?AAD@OiAgTOTOIgAiCTOPT?ai?aiCPT@CTOgaiAaIgTCTOTCTOiaIgIgai@TCTODSPT?Igai?	Circ(30;5.7.9.11.15)
]?AAD@OiAgDODOagGiDDOSTAgiAgi@ST?TDOagiAIagSTDOSTDOiIagIagi@STDODPST?Iagi?	Circ(30;5.7.9.13.15)
]?AAD@OI?gPOPOggIIDPOTDAiIAiIDTD@TPOIiI?iggPTPOPTPOgiggIIiI@PTPODDTD?IIiI?	Circ(30;5.7.11.13.15)
]?AA@?OaAGSOSOiGIaDSOTPAiaAiaDTP@TSOiiaAiiGDTSODTSOaiiGGiia@DTSOCTTP?Giia?	Circ(30;5.9.11.13.15)
]???C@?gA_T?T?i_IgDT?TSAigAigDTS@TT?iigAii_TTT?TTT?Iii_Aiig?TTT?@TTS?Aiig?	Circ(30;7.9.11.13.15)
]??????_A?S?S?i?Y_FS?|OBy_By_D|O@^S?jy_Ani?D^S?D^S?Ani??jy_?D^S??T|O??jy_?	Circ(30;9.11.13.14.15)
]?????????O?o?w?]?Fo?~?B}?F}?F~?@~o?N}??~w?@~o?@~o??~w??N}??@~o??F~???N}??	Circ(30;11.12.13.14.15)
]lUilTTiiitTTTIiaigTT@TSAigAik@TT?TTgAii_Iit?TTT?TTi_IiigAilT?TTTS@TUigAig	Circ(30;1.3.5.7.9.11)
]lUilTTiiidTDTaigihDTCTUGiiGihCTSPDTaGiiGaisPDTSPDTiGaiiaGilSPDTTPCTUiaGig	Circ(30;1.3.5.7.9.13)
]lUilTTiiidTDTAi_ikDTOTS_ig_igOTSCDT__iiAAisCDTSCDTiAAii__ilSCDTTOOTUi__ig	Circ(30;1.3.5.7.9.15)
]lUilTTIgipTPTgiiIhPTDDUIIiIIlDDTPPTIIIgggipPPTPPPTgggiiIIIlPPPTTDDDUiIIIg	Circ(30;1.3.5.7.11.13)
]lUilTTIgipTPTGiaIkPTPDSaIgaIkPDTCPTGaIgaGipCPTPCPTgaGiiGaIlPCPTTCPDUiGaIg	Circ(30;1.3.5.7.11.15)
]lUilTTIgi`T@T_igIl@TSDUgIigIhSDST@TAgIgI_ioT@TOT@TgI_iiAgIlOT@TT@SDUiAgIg	Circ(30;1.3.5.7.13.15)
]lUihSTaiIsTSTiIiahSTDPUIaiIalDPTPSTiIaigiIdPSTDPSTagiIgiIalDPSTSTDPUgiIag	Circ(30;1.3.5.9.11.13)
]lUihSTaiIsTSTIIaakSTPPSaagaakPPTCSTgaaiaIIdCSTDCSTaaIIggaalDCSTSSPPUggaag	Circ(30;1.3.5.9.11.15)
]lUihSTaiIcTCTaIgalCTSPUgaigahSPSTCTagaiIaIcTCTCTCTaIaIgagalCTCTSPSPUgagag	Circ(30;1.3.5.9.13.15)
]lUihSTAgIoTOTgIiAlOTT@UiAiiAlT@TTOTIiAgigI`TOT@TOT_igIgIiAl@TOTSDT@UgIiAg	Circ(30;1.3.5.11.13.15)
]lSgkTDgiatDTDiaighTDDSUIgiIglDSTPTDiIgigiatPTDTPTDIgiaaiIgkTPTDPTDSUaiIgg	Circ(30;1.3.7.9.11.13)
]lSgkTDgiatDTDIaagkTDPSSaggagkPSTCTDgagiaIatCTDTCTDIaIaagagkTCTDPSPSUagagg	Circ(30;1.3.7.9.11.15)
]lSgkTDgiadDDDaagglDDSSUggigghSSSTDDaggiIaasTDDSTDDIIaaaaggkSTDDPPSSUaaggg	Circ(30;1.3.7.9.13.15)
]lSgkTDGgapDPDgaiGlPDTCUiGiiGlTCTTPDIiGgigapTPDPTPDGigaaIiGkPTPDPDTCUaIiGg	Circ(30;1.3.7.11.13.15)
]lSggSD_iAsDSDiAi_lSDTOUi_ii_lTOTTSDii_iiiAdTSDDTSDAiiA_ii_kDTSDOTTOU_ii_g	Circ(30;1.3.9.11.13.15)
]hdLIchdISshShISqdIShhQdQdHQdKhQdIShhQdIdISdIShdIShQdISshQdIdIShIShQeShQdG	Circ(30;1.4.6.9.11.14)
]hEILDPiIgtPTPigiiHTPDTEIiIIiLDTDPTPiIiIgigtPTPTPTPigigiiIiHTPTPDTDTEIiIiG	Circ(30;1.5.7.9.11.13)
]hEILDPiIgtPTPIgaiKTPPTCaiGaiKPTDCTPgaiIaIgtCTPTCTPiaIgigaiHTCTPDSPTEIgaiG	Circ(30;1.5.7.9.11.15)
]hEILDPiIgdPDPaggiLDPSTEgiIgiHSTCTDPagiIIagsTDPSTDPiIagiagiHSTDPDPSTEIagiG	Circ(30;1.5.7.9.13.15)
]hEILDPIGgpPPPggiILPPTDEiIIiILTDDTPPIiIGiggpTPPPTPPgiggiIiIHPTPPDDTDEIIiIG	Circ(30;1.5.7.11.13.15)
]hEIHCPaIGsPSPiGiaLSPTPEiaIiaLTPDTSPiiaIiiGdTSPDTSPaiiGgiiaHDTSPCTTPEGiiaG	Circ(30;1.5.9.11.13.15)
]hCGKD@gI_t@T@i_igLT@TSEigIigLTSDTT@iigIii_tTT@TTT@Iii_aiigGTTT@@TTSEAiigG	Circ(30;1.7.9.11.13.15)
]UWosZEWpbBEbEpbKWpbEEKYKWuKWrEKWpbEEKWsWpbWpbEWpbEKWpbBEKWsWpbEpbEKXbEKWo	Circ(30;2.3.7.8.12.13)
]CQadPSiaiTSTSiiIi`TSDTQIiaIidDTPPTSiIiagiiTPTSTPTSigiiIiIidTPTSTTDTOiiIi_	Circ(30;3.5.7.9.11.13)
]CQadPSiaiTSTSIiAicTSPTOai_aicPTPCTSgaiaaIiTCTSTCTSiaIiIgaidTCTSTSPTOigai_	Circ(30;3.5.7.9.11.15)
]CQadPSiaiDSDSaiGidDSSTQgiagi`STOTDSagiaIaiSTDSSTDSiIaiIagidSTDSTPSTOiagi_	Circ(30;3.5.7.9.13.15)
]CQadPSI_iPSPSgiIIdPSTDQiIaiIdTDPTPSIiI_igiPTPSPTPSgigiIIiIdPTPSTDTDOiIiI_	Circ(30;3.5.7.11.13.15)
]CQa`OSaaISSSSiIIadSSTPQiaaiadTPPTSSiiaaiiIDTSSDTSSaiiIGiiadDTSSSTTPOgiia_	Circ(30;3.5.9.11.13.15)
]CO_cPCgaaTCTCiaIgdTCTSQigaigdTSPTTCiigaiiaTTTCTTTCIiiaAiigcTTTCPTTSOaiig_	Circ(30;3.7.9.11.13.15)
]?AAD@OiAgTOTOigIiDTOTTAiiAiiDTT@TTOiiiAiigTTTOTTTOiiigIiii@TTTODTTT?Iiii?	Circ(30;5.7.9.11.13.15)
G]r@xw	CayF2(3;2.3.4.5)
G]Ku]W	CayF2(3;2.3.6.7)
G?~vf_	CayF2(3;4.5.6.7)
GlUilS	CayF2(3;1.3.5.7)
GrdjSk	CayF2(3;1.2.4.7)
Glh\Is	CayF2(3;1.3.4.6)
GrY[rK	CayF2(3;1.2.5.6)
Olh\IudUlIjTUihTjTLIl	CayF2(4;1.3.4.6.8.10.13.15)
O?~vf_NBo]@w{N{N]Ff`w	CayF2(4;4.5.6.7.12.13.14.15)
OrdjSlhdklLJdhYUlJSlJ	CayF2(4;1.2.4.7.9.10.12.15)
O]Ku]WrKuXxeKrKrXe]Xe	CayF2(4;2.3.6.7.10.11.14.15)
OlUilTTiiitTTTiiiilTT	CayF2(4;1.3.5.7.9.11.13.15)
O]Ku]ZKr@fe]rBrBE]Xfe	CayF2(4;2.3.6.7.8.9.12.13)
OlUilUiT\SilidTYtQijT	CayF2(4;1.3.5.7.8.10.12.14)
Or`HOlA_WpCbHGECoHQCJ	CayF2(4;1.2.4.9.14)
Olh\ItYhYsslhYUdslIsl	CayF2(4;1.3.4.6.9.11.12.14)
OrdjSmUYZRQrYXdeqrRRJ	CayF2(4;1.2.4.7.8.11.13.14)
OlG[ISaC[OgdGaCPpCIGd	CayF2(4;1.3.6.10.14)
O????B~~v}^w~o~o^wF}?	CayF2(4;8.9.10.11.12.13.14.15)
OQr@pgH@_L@IcKWKK@s_Y	CayF2(4;2.4.5.12.15)
Ol`HGsgDKCgL_gOSd@GgL	CayF2(4;1.3.4.10.12)
O?`@?aFQpYBo]GlCYPFAG	CayF2(4;4.8.13.14.15)
OrY[rLee[rKrXeeXrKrKr	CayF2(4;1.2.5.6.9.10.13.14)
O?~vfbo{F_]?B~B~@~_^w	CayF2(4;4.5.6.7.8.9.10.11)
OQ??OJHp`lFIf?Z?KWSeA	CayF2(4;2.8.9.12.15)
O?vbdaAOPOA_ILDMORaBW	CayF2(4;4.5.7.8.14)
O]Q?xXCa?bcUPCaGAGxCU	CayF2(4;2.3.5.9.13)
O?GSABWxBcUGbQR`C{?u_	CayF2(4;6.8.9.11.12)
O]r@xzBopxfeNKNKWX}E]	CayF2(4;2.3.4.5.8.9.14.15)
OrY[rMXXjLRJeUXhkssqr	CayF2(4;1.2.5.6.8.11.12.15)
OQdbSj?o@`EABHBE?ZOFI	CayF2(4;2.4.7.8.9)
OKhTIoKB?E_[oIoDEDH_k	CayF2(4;3.4.6.12.13)
O]`@Ww`CcHhECgGSH@[GM	CayF2(4;2.3.4.10.15)
OKUalOB?oW`cKDKIWAm@S	CayF2(4;3.5.7.14.15)
O?vbd`@__gD?DLIMGJcDW	CayF2(4;4.5.7.9.15)
OlQGhSWHICoL_SOgc_goT	CayF2(4;1.3.5.11.12)
O?`@?`wlEc[G`wQsDh?{G	CayF2(4;4.9.10.11.12)
Ol`HGsSIIAoTOW_ca`HOL	CayF2(4;1.3.4.11.13)
OQdbSgB?oX@aKHKEWBU@I	CayF2(4;2.4.7.14.15)
O]Q?xWaCSPgeGcCWP?yGU	CayF2(4;2.3.5.10.14)
O]GSYWWHADoM_QO`CcWoe	CayF2(4;2.3.6.11.12)
O?`@?_lFcMHWsgwSN@DgG	CayF2(4;4.10.12.13.15)
OlCiKSQGYOodGPCaoaIPD	CayF2(4;1.3.7.11.14)
O`Y[bE_SL?I@Ae@X`S_Ip	CayF2(4;1.5.6.8.10)
OrQGpKgDKDGJ_cOWd?ogR	CayF2(4;1.2.5.10.12)
OK??GOyLUSwkgoSoT_IwC	CayF2(4;3.10.11.12.14)
OrCiSMGPHDAJa@PAcQObB	CayF2(4;1.2.7.8.12)
IrXczE\fO	TFproc(10,0)
IKpTHpBMG	TFproc(10,1)
IGBYtEw@g	TFproc(10,2)
IQWuKoYK_	TFproc(10,3)
IF@FOykOW	TFproc(10,4)
IkUah`OBW	TFproc(10,5)
I?~ofFoBg	TFproc(10,6)
IrWczDCeW	TFproc(10,7)
IIqpt_LBO	TFproc(10,8)
IIqptbAPo	TFproc(10,9)
ICEGnTsy_	TFproc(10,10)
I]NMPnHqO	TFproc(10,11)
JrWcyICf?r?	TFproc(11,0)
JFDfVQKC~O_	TFproc(11,1)
J?Q|v_F{N`?	TFproc(11,2)
JXtScIOOga_	TFproc(11,3)
JiOckywd@S_	TFproc(11,4)
JImq\cLKe@_	TFproc(11,5)
JbeRYI`Z@Q?	TFproc(11,6)
JiOxsOp`ha_	TFproc(11,7)
JHjPMcLBUd_	TFproc(11,8)
JFw]GvDGnI?	TFproc(11,9)
JreR[dlZRY?	TFproc(11,10)
J?~p?^psec?	TFproc(11,11)
KMCpaNMr`btG	TFproc(12,0)
KMqe@syP]BSA	TFproc(12,1)
KBxeCgbwCh@Z	TFproc(12,2)
K@?SsXbzEo\_	TFproc(12,3)
KsaCB|}_Z{nq	TFproc(12,4)
KSHWRCcE]DIS	TFproc(12,5)
KKR@xyg_q`fa	TFproc(12,6)
KihDgxBOtAUe	TFproc(12,7)
Kli_D@^VtCJw	TFproc(12,8)
KWK`E[`rmlYs	TFproc(12,9)
KBdChZ@DLGHR	TFproc(12,10)
KPX_[xbs_XkX	TFproc(12,11)
Ls]JkTtajimiaj	TFproc(13,0)
LFFnOnhY?lAu_U	TFproc(13,1)
LigtCHMRd@cMEb	TFproc(13,2)
L?at_\MBfan?{S	TFproc(13,3)
LIqppq?PqNFEPp	TFproc(13,4)
LP@jCuQGOJZBQK	TFproc(13,5)
LQX@iE\ocyGTLT	TFproc(13,6)
LaAyBQymDsV?@t	TFproc(13,7)
LbQ[pPFeKaGyiH	TFproc(13,8)
LSSE?_n\EIEPpP	TFproc(13,9)
LqdkKiSQXcl[Yw	TFproc(13,10)
L?cFngJPL_h`Z?	TFproc(13,11)
MXJ]pNXuPLzHuQuQ?	TFproc(14,0)
MHJYoGeu]rSWUHuW?	TFproc(14,1)
MlHTL@ZGGIJYUebC?	TFproc(14,2)
MIr@xw{O}FW[NFkC?	TFproc(14,3)
MFjATCeOXKbaEYEY?	TFproc(14,4)
M@zE`N@FGq[BFHBh?	TFproc(14,5)
MImo\eqoeC@nB]k`_	TFproc(14,6)
Ms`A`wM`b`doGGSD_	TFproc(14,7)
MpchS@hQSliwToGD_	TFproc(14,8)
M@cFGbSA~ILgtCCb?	TFproc(14,9)
MhdPCMOBiR@scaST?	TFproc(14,10)
MLEgOmaDMCxIDJiS_	TFproc(14,11)
NqP`qCAfZ@GQWCMGOhw	TFproc(15,0)
NGULOPEIKbYIkWAHC`G	TFproc(15,1)
NsXrCWW`ge?[WFb_osO	TFproc(15,2)
NXJA_zWuCSCuu@s@@oG	TFproc(15,3)
NYQXcow?{SGa?ZPwRAW	TFproc(15,4)
NUKUWfL_AYe@XSRS?Sw	TFproc(15,5)
NXshEh?pegDHAqCLqs_	TFproc(15,6)
NlGcOw`TiAPdFIDaHCG	TFproc(15,7)
NreOA\Mc[cHqGZZcHqO	TFproc(15,8)
NIMpa[C@ET_ok\qLUM_	TFproc(15,9)
NGsgOQrtum@FtptpYw_	TFproc(15,10)
NFGOVKQREXSECe?[AJ?	TFproc(15,11)
ODgOdLMSO[{oQ_CRsaT@a	TFproc(16,0)
OEMGV?HXnD[SLG?oawF@B	TFproc(16,1)
Os@{?KE`CGNRY?aWARWbs	TFproc(16,2)
O]K_mOTGmT?WbDKBEHQDE	TFproc(16,3)
OXe@EcMIU`?BTcR`DhAk_	TFproc(16,4)
OHVU`NPaT?IABjaP@ta_q	TFproc(16,5)
OBG?cjMhFKAFEEWphYFKK	TFproc(16,6)
OqcRWdlYSGogYBCbE@c@f	TFproc(16,7)
OWEP[PKC}O_`SpKXEK`Wc	TFproc(16,8)
OLbApYBUD??Z?qHKdcpK_	TFproc(16,9)
O@h?yDadWJSgsAHOj@gPK	TFproc(16,10)
OkQhtOoOd?AjAMPyIgSP`	TFproc(16,11)
PCb_[@RF?wKZF@gMoFVCs]OG	TFproc(17,0)
PAQoYF_@LcvIBQmSG?_ZP?gw	TFproc(17,1)
PS?sKWyKRsMGpGrC@QoBR`N?	TFproc(17,2)
PDC?agKQ?g{Tgy?PSULKaz_O	TFproc(17,3)
PXt?SkksHWdaC@HcdaSk?oi_	TFproc(17,4)
PHB\OKcuYdCbsHIQiSm`IsHO	TFproc(17,5)
PAQGtraEHg?LXdOQ[Q_PTHdS	TFproc(17,6)
PXs`@RPBm_ywBisS`tM_d@qC	TFproc(17,7)
PO?@{gH[HAWPOoLHx`?WkKHg	TFproc(17,8)
PpXcGUD`CwKVEkWm@SAa`Wm?	TFproc(17,9)
P[P@xALLAaGWbBSOe_COzaFW	TFproc(17,10)
PLDTMPIICHiQCsCsIQDHNHXG	TFproc(17,11)
QghYsLGhiqhAUShjjAL`GGXIem_	TFproc(18,0)
QIEuQGEiLB?YaOKH_IL`HCahKHO	TFproc(18,1)
QrOkrEDWjDQ``UP_QJGAgEGsge_	TFproc(18,2)
QcKKHdHgIS`IhJPSEDl@YPSLqC?	TFproc(18,3)
QRX?wiHOrEGSHDoorbaDDHDVBAG	TFproc(18,4)
QWGX_K_pmrZK`_?`C`MrA@bDXbG	TFproc(18,5)
QAFg?MOkTc\O@NYg\OOgJ@NHHgO	TFproc(18,6)
QdT_kOTBBEA`_l_MKWjAECS@acG	TFproc(18,7)
Qah_lD_BWTUBBHFWKBGTGWEsPAo	TFproc(18,8)
QCACBb_B{Q?t[EFgNoBoGwDONaG	TFproc(18,9)
QUKHkHIKWbHWQeXAOC}SoQeJCW?	TFproc(18,10)
QFBmEOi?GjBOAaDScIv?kIaOT_W	TFproc(18,11)
RUW?_yM?sSOWWoWoEDbGwCJoOnEG`W	TFproc(19,0)
RIGUXCKhCqSCoW@BaUGokGiDLCgDoG	TFproc(19,1)
RIGS_oWQ_FOeA`rAWkTJcpGacY@EIO	TFproc(19,2)
RDDFQ_DSHYaooIiP?q^P@?DcQhDY?W	TFproc(19,3)
RUM@gSoLEBhcacPWegPaKXOaIo}T`_	TFproc(19,4)
RAkGGhIlLBHG?Fx??K^ECAEUqCgOqg	TFproc(19,5)
RIioGSagPCWCcYo_WK?XQCdKDL?oz?	TFproc(19,6)
RsOyKGZPHSgdad[OpQj@DPIhC_?aTG	TFproc(19,7)
R?AOG@z]rcLgaQX?~WBcC_NTl?JY?O	TFproc(19,8)
REr_^A?MK?aGFYw`a\E?lWj?K@gXW?	TFproc(19,9)
RC[RFIICoaKFbaXMP__eBWKeMGGaMG	TFproc(19,10)
RLQdOw[D_kAoGSi@Io]@[D_D?jIBqO	TFproc(19,11)
SoTcSPRD`O_pWDDqo`RaH`IcgtcgSJAhS	TFproc(20,0)
SXGeO__GuozA@zC_?AWNXrKOFkeZ@EXa?	TFproc(20,1)
SAeO?dlBACqEB@wcdob[GoSi`IAYGDccC	TFproc(20,2)
SOBEs?tNO@mH]Qu?NHEoOHqQGcHMAm@_S	TFproc(20,3)
ShU@QAQHWOiPSaIHipKeQSaQQP@XKxZKW	TFproc(20,4)
Sb@?jO[hAD?]CSiBagLDDEEDIOciOID`C	TFproc(20,5)
S_`WHPyhBsIY@JM_okCeCOC[?LqsdBsD?	TFproc(20,6)
Sr_WsKeGQP_pX_H_QEyPiQKO`CGp_GAUC	TFproc(20,7)
Ss`gjpiQBoI?]?Y_Ol{J]_v_oOpSGCJUK	TFproc(20,8)
SHIe@FXDeQapT?aD`oAaBGIg]?KQkEa@?	TFproc(20,9)
SCMaWZ`KqW?F[PaCsOaaB?icKqdEOIW`S	TFproc(20,10)
SigHh`A`XhHRh@LHOPISuPOGscqUUGpD?	TFproc(20,11)
TBOWdRc@VC`DG@iC[A_@PPOsPDSoc_T@XFBO	TFproc(21,0)
TGMp?WKK\bQ[@F@BXQMSEKWhK[I[oQWwRRb?	TFproc(21,1)
TgEOa[OCQ?@ugQimCtDBOkR@MQY\cQ_N`GQw	TFproc(21,2)
T?DgMObsMP?cKrqG}OFSG@U[@\bSGSHCKrL@	TFproc(21,3)
TbYC??AEb?bPFYX\??[rPXoI`s_sQGoQXdsb	TFproc(21,4)
TCTq?_?GCNiAABwWP{cAGBcSQRTVGC]_@oaP	TFproc(21,5)
TQGo?@bWB?PzCHr_prUYCbe_QWPaBPaBQZW?	TFproc(21,6)
TsaBq@g_JwNA@x]?oXjoDDGHwQ_Eqpy_AAL\	TFproc(21,7)
TdABKT[HSCsCVBUD?CZWP_gtTKiwXPBQAIO`	TFproc(21,8)
T?AMoKA\NRXG}WaSA`gKMLHOOGPKIKQ`vH?y	TFproc(21,9)
TFBGuRAIHKH@DXQAs?l?Ii?_STHB?IC`sPgw	TFproc(21,10)
TG??E}cNatJSj_S?i?T[BAgXOaT[BI`Ce?[L	TFproc(21,11)
UPePYIQcucDfs`IYqWac??QckypXt@Xta?DQZKIG	TFproc(22,0)
UM@?`wOqhWABHhj@W\CAGoQ`AhOoDH[?osOwoX?w	TFproc(22,1)
U?@OC[?bDXGRj@bGMIGAs}gCq@QBcNs?_oDQ?[`W	TFproc(22,2)
UWaPXpKU?Fd_IAch_gSFksBHKHPoPcFkNBEA_lH?	TFproc(22,3)
U__c_W@dJTHocH_RO@bSf[OIoc??wRpBDMBeOoh_	TFproc(22,4)
U@WIgHPaooScTC_i_XvAOeO@SPdESJGbOCoq?bbG	TFproc(22,5)
U??BFpObgO?|?ybgIA{s?[DrsG?JPo?iN{A@jGGO	TFproc(22,6)
UbEcQKUc?W_qASYKQGGgACaqHcJCTk_]@aIsWJk?	TFproc(22,7)
UCW^NGQHF@O_AW[@iAockAqWCHouw?RgIGp?H?Kw	TFproc(22,8)
U?GKbMH?momcXgP_ECGKPAPg@ND_aoSHFsOLcSsO	TFproc(22,9)
UERaFAgMF?AdDI?tb_KClg`gBwf?L?hQsw@SF?V_	TFproc(22,10)
