g6	n	Q	bip	dist	Rnum	Rden	R	w
L??CF?^^b{No~?	13	25	18	27	675	175	3.8571	3,2,1,0,1,3,3,3,3,0,1,2,3
L??ED?qFuXJg~?	13	24	19	43	1075	101	10.6436	2,0,3,1,0,3,2,3,3,2,2,1,2
L??CB`o{CZ@}^_	13	21	14	33	825	91	9.0659	3,0,1,2,0,2,2,1,1,2,3,1,3
L??CB`obW^^_^_	13	20	12	27	675	100	6.7500	2,0,1,2,0,2,3,1,1,3,2,2,1
L??ED?qNeXJg~?	13	25	20	50	1250	125	10.0000	2,2,2,2,0,2,2,4,2,2,2,2,1
L??CB`o{CZ@}^_	13	22	16	33	825	84	9.8214	3,0,1,2,2,0,2,0,2,2,3,2,3
L??ED?qFuXJg~?	13	25	20	46	1150	125	9.2000	2,2,3,2,0,2,2,3,3,2,1,1,2
L??CB`obW^^_^_	13	21	14	33	825	91	9.0659	3,0,1,2,0,1,3,2,1,2,2,2,2
L??ED?qFqZ^_~?	13	20	13	27	675	75	9.0000	2,1,2,1,0,2,2,1,2,2,2,2,1
L??ED?}Nay^_~?	13	20	12	27	675	100	6.7500	1,2,2,0,1,2,3,3,1,1,2,1,1
L??CB`obW^^_^_	13	22	16	33	825	84	9.8214	3,0,1,2,0,2,3,1,2,2,2,2,2
L??CB`o{CZ@}^_	13	23	17	36	900	104	8.6538	3,0,1,2,1,2,2,1,2,2,3,1,3
L??ED?qFqZ^_~?	13	21	14	32	800	91	8.7912	2,1,2,2,0,2,2,2,2,2,2,1,1
L??ED?}Nay^_~?	13	21	14	33	825	91	9.0659	2,2,2,0,0,2,3,3,2,1,3,0,1
L??CB`obW^^_^_	13	23	18	33	825	79	10.4430	3,0,3,0,0,3,3,3,0,2,2,2,2
L??CB`o{CZ@}^_	13	24	18	45	1125	126	8.9286	3,0,1,2,1,2,3,1,2,3,3,0,3
L??ED?qFqZ^_~?	13	22	16	36	900	84	10.7143	2,2,2,2,0,2,2,2,2,2,2,1,1
L??ED?}Nay^_~?	13	22	16	33	825	84	9.8214	2,2,2,0,0,2,3,3,2,1,3,1,1
L??CB`obW^^_^_	13	24	18	45	1125	126	8.9286	3,2,1,0,0,0,3,0,3,3,3,3,3
L??CB`o{CZ@}^_	13	25	21	39	975	100	9.7500	3,1,1,2,0,3,3,0,2,2,3,2,3
L??ED?}Nay^_~?	13	23	18	33	825	79	10.4430	2,2,2,0,0,2,3,3,1,2,3,2,1
L??ED?qFqZ^_~?	13	23	18	36	900	79	11.3924	2,2,2,2,0,2,2,2,2,2,2,2,1
L??CB`obW^^_^_	13	25	21	39	975	100	9.7500	3,0,1,2,0,2,3,2,2,2,2,3,3
L??EE?o{EX@}No	13	20	12	27	675	100	6.7500	1,2,1,2,1,2,1,1,2,1,2,2,2
L??EE?oqG^^_Ls	13	20	13	25	625	75	8.3333	2,0,1,2,1,1,2,0,2,3,3,2,1
L??ED?qFqZ^_~?	13	24	20	36	900	76	11.8421	2,2,2,2,0,2,2,2,2,2,2,2,2
L??EE?o{EX@}No	13	21	14	33	825	91	9.0659	3,0,0,3,1,1,2,0,2,2,3,1,3
L??ED?}Nay^_~?	13	24	18	45	1125	126	8.9286	3,3,3,0,0,3,3,3,1,2,3,0,0
L??EE?o{EX@}No	13	22	16	33	825	84	9.8214	2,1,1,2,2,0,0,2,2,2,3,2,3
L??EE?oqG^^_Ls	13	21	14	32	800	91	8.7912	1,2,1,2,2,1,0,2,2,1,3,2,2
L??ED?}Nay^_~?	13	25	21	39	975	100	9.7500	2,2,3,0,1,2,4,3,1,2,3,1,1
L??ED?qFqZ^_~?	13	25	20	45	1125	125	9.0000	2,2,2,2,1,2,3,2,3,2,2,1,1
L??EE?o{EX@}No	13	23	18	33	825	79	10.4430	1,2,0,3,0,2,1,1,2,2,3,3,3
L??EE?oqG^^_Ls	13	22	16	33	825	84	9.8214	1,1,2,1,2,0,1,2,2,2,3,3,2
L??ED?}NayJg~?	13	20	12	27	675	100	6.7500	2,2,2,1,0,1,3,3,2,1,1,2,0
L??ED?^N`{Jg~?	13	20	13	25	625	75	8.3333	1,3,2,1,0,2,2,3,1,1,1,2,1
L??EE?o{EX@}No	13	24	18	45	1125	126	8.9286	1,2,1,2,1,2,1,2,3,3,3,0,3
L??ED?}NayJg~?	13	21	14	33	825	91	9.0659	2,2,2,0,0,2,3,3,2,1,2,1,1
L??EE?oqG^^_Ls	13	23	17	36	900	104	8.6538	2,1,3,0,3,0,0,3,2,1,3,3,2
L??ED?^N`{Jg~?	13	21	14	33	825	91	9.0659	2,2,2,0,1,1,3,3,0,2,1,3,1
L??ED?}NayJg~?	13	22	16	33	825	84	9.8214	2,2,2,0,0,2,3,3,0,3,2,1,2
L??EE?o{EX@}No	13	25	21	39	975	100	9.7500	1,2,2,2,1,2,1,2,2,2,3,2,3
L??EEBoB~wFw~?	13	20	12	19	475	100	4.7500	0,2,1,2,0,2,2,1,2,3,2,2,1
L??EE?oqG^^_Ls	13	24	19	41	1025	101	10.1485	1,2,0,2,1,2,1,2,3,2,3,3,2
L??ED?^N`{Jg~?	13	22	16	33	825	84	9.8214	2,2,2,0,0,2,3,3,0,1,2,3,2
L??EEBoB~wFw~?	13	21	12	19	475	141	3.3688	1,2,3,0,0,3,2,1,3,2,2,2,0
L??ED?}NayJg~?	13	23	18	33	825	79	10.4430	2,2,2,0,1,1,3,3,0,3,1,2,3
L??EEBoB~wFw~?	13	22	15	19	475	109	4.3578	1,2,1,2,1,2,1,2,3,2,1,3,1
L??EE?oqG^^_Ls	13	25	21	39	975	100	9.7500	0,3,2,0,0,2,1,2,3,3,3,4,2
L??ED?^N`{Jg~?	13	23	17	36	900	104	8.6538	0,3,3,0,0,1,3,3,3,1,2,2,2
L??EEBoB~wFw~?	13	23	15	24	600	154	3.8961	1,2,1,2,2,2,1,2,3,2,1,3,1
L??ED?}NayJg~?	13	24	18	45	1125	126	8.9286	3,3,3,0,1,2,3,3,1,2,2,1,0
L??EEBoB~wFw~?	13	24	16	28	700	176	3.9773	0,2,1,3,1,1,1,3,2,4,2,2,2
L??ED?^N`{Jg~?	13	24	19	41	1025	101	10.1485	1,3,3,0,0,2,3,3,2,1,2,2,2
L??ED?}NayJg~?	13	25	21	39	975	100	9.7500	3,2,3,0,0,2,3,3,1,2,2,2,2
L??EEBoB~wFw~?	13	25	18	26	650	175	3.7143	2,2,3,2,2,2,1,2,2,3,1,2,1
L??ED?qwAZ^_Fs	13	20	13	29	725	75	9.6667	1,1,2,2,0,2,2,1,2,1,2,2,2
L??ED?^Nay^_~?	13	20	12	29	725	100	7.2500	1,2,2,0,0,2,3,3,1,2,2,1,1
L??ED?^N`{Jg~?	13	25	21	39	975	100	9.7500	0,4,3,0,1,1,3,3,3,1,2,2,2
L??EDB_Nay^_Fw	13	20	13	29	725	75	9.6667	1,2,3,0,0,1,3,2,1,2,3,1,1
L??ED?qwAZ^_Fs	13	21	14	34	850	91	9.3407	1,1,3,0,1,2,3,1,2,1,2,2,2
L??EFB_Nfw^_Fw	13	20	12	19	475	100	4.7500	1,2,2,0,1,2,2,2,1,3,1,1,2
L??ED?^Nay^_~?	13	21	15	24	600	66	9.0909	1,2,3,0,1,1,2,3,1,2,3,0,2
L??EFB_Nfw^_Fw	13	21	12	19	475	141	3.3688	1,2,2,0,2,2,2,2,1,3,1,1,2
L??EDB_Nay^_Fw	13	21	14	34	850	91	9.3407	1,3,2,0,1,1,2,3,1,3,2,1,1
L??EFB_Nfw^_Fw	13	22	15	19	475	109	4.3578	1,1,3,0,0,2,3,2,1,3,0,3,3
L??ED?^Nay^_~?	13	22	16	32	800	84	9.5238	1,2,3,0,1,1,3,3,1,2,3,0,2
L??ED?qwAZ^_Fs	13	22	16	38	950	84	11.3095	1,2,2,2,0,2,2,2,2,1,2,2,2
L??EDB_Nay^_Fw	13	22	16	33	825	84	9.8214	0,3,3,0,1,1,2,2,2,3,3,0,2
L??EFB_Nfw^_Fw	13	23	15	24	600	154	3.8961	1,2,2,0,0,3,2,2,1,4,0,3,3
L??ED?^Nay^_~?	13	23	18	33	825	79	10.4430	0,3,3,1,0,2,3,3,2,2,2,1,1
L??ED?qwAZ^_Fs	13	23	18	38	950	79	12.0253	1,2,2,2,0,2,2,2,2,1,2,3,2
L??EFB_Nfw^_Fw	13	24	18	27	675	126	5.3571	0,3,3,0,1,2,3,2,1,3,1,2,3
L??EDB_Nay^_Fw	13	23	17	37	925	104	8.8942	1,3,2,0,0,1,2,3,1,3,3,2,2
L??EFB_Nfw^_Fw	13	25	18	27	675	175	3.8571	2,1,3,0,0,3,3,0,4,3,1,2,3
L??ED?^Nay^_~?	13	24	19	41	1025	101	10.1485	2,3,2,0,0,2,3,3,1,3,3,1,1
L??ED?qwAZ^_Fs	13	24	19	44	1100	101	10.8911	1,2,2,1,2,0,2,2,3,1,2,3,3
L??EDB_Nay^_Fw	13	24	19	41	1025	101	10.1485	1,3,3,0,1,1,3,3,0,3,2,2,2
L??ED?^Nay^_~?	13	25	21	39	975	100	9.7500	0,3,3,0,0,2,3,4,2,3,2,3,0
L??EFBOFp\Fo~?	13	20	13	29	725	75	9.6667	1,0,2,3,0,1,1,3,2,2,3,1,1
L??EFB_N`{^_Fw	13	20	12	19	475	100	4.7500	1,2,2,0,1,2,2,3,0,1,2,2,2
L??ED?qwAZ^_Fs	13	25	21	39	975	100	9.7500	1,2,2,1,2,1,3,2,3,1,2,2,3
L??EFB_N`{^_Fw	13	21	12	19	475	141	3.3688	1,2,2,0,0,4,2,2,1,3,0,2,2
L??EFBOFp\Fo~?	13	21	14	34	850	91	9.3407	2,0,3,2,0,1,1,2,3,3,2,1,1
L??EDB_Nay^_Fw	13	25	21	45	1125	100	11.2500	1,3,3,2,1,0,3,3,1,3,3,1,1
L??ED?qFo}Hk~?	13	20	13	27	675	75	9.0000	2,2,1,2,0,1,1,2,2,0,2,2,3
L??EFB_N`{^_Fw	13	22	15	19	475	109	4.3578	0,3,3,1,2,0,3,2,1,3,0,2,2
L??EFB_N`{^_Fw	13	23	15	24	600	154	3.8961	3,0,2,0,3,0,2,3,0,2,2,3,3
L??ED?qFo}Hk~?	13	21	14	32	800	91	8.7912	1,2,2,2,0,2,2,2,2,1,1,2,2
L??EFBOFp\Fo~?	13	22	16	31	775	84	9.2262	0,1,3,2,0,2,1,3,3,3,2,1,1
L??ED?qSO}Pe~?	13	20	12	40	1000	100	10.0000	0,2,2,0,0,2,2,2,2,2,2,2,2
L??EFB_N`{^_Fw	13	24	18	27	675	126	5.3571	3,0,3,0,1,2,3,0,3,1,2,3,3
L??EFB_N`{^_Fw	13	25	18	27	675	175	3.8571	1,2,3,0,2,2,3,1,2,1,2,3,3
L??EFBOFp\Fo~?	13	23	17	36	900	104	8.6538	0,2,3,3,0,1,1,3,3,3,2,1,1
L??ED?qFo}Hk~?	13	22	16	36	900	84	10.7143	2,2,2,2,0,2,2,2,2,1,1,2,2
L??ED?qSO}Pe~?	13	21	14	35	875	91	9.6154	1,2,0,1,3,0,3,1,1,3,2,2,2
L??EFBOFp\Fo~?	13	24	19	41	1025	101	10.1485	1,1,3,3,0,1,2,2,3,3,3,0,2
L??EFBOFo^Ds~?	13	20	13	29	725	75	9.6667	0,1,3,2,1,0,1,2,3,3,1,2,1
L??ED?qFo}Hk~?	13	23	18	36	900	79	11.3924	2,2,2,2,0,2,2,2,2,1,1,2,3
L??EFBOFo^Ds~?	13	21	14	34	850	91	9.3407	0,1,2,3,0,1,1,3,2,2,1,3,2
L??ED?qSO}Pe~?	13	22	14	46	1150	134	8.5821	1,2,2,1,0,2,2,2,2,2,2,2,2
L??ED?qFo}Hk~?	13	24	19	43	1075	101	10.6436	1,2,3,1,0,2,3,2,2,1,2,2,3
L??EFBOFp\Fo~?	13	25	21	45	1125	100	11.2500	1,2,3,3,0,1,1,3,3,3,3,1,1
L??EF?^Fp{^_~?	13	20	12	19	475	100	4.7500	1,2,2,0,1,2,2,3,1,1,3,1,1
L??EFBOFo^Ds~?	13	22	16	32	800	84	9.5238	1,0,3,2,1,1,0,3,3,3,1,2,2
L??EF?^Fp{^_~?	13	21	12	19	475	141	3.3688	0,2,3,1,1,1,3,3,1,1,2,1,2
L??ED?qFo}Hk~?	13	25	20	45	1125	125	9.0000	2,2,3,2,0,2,3,2,2,1,2,2,2
L??ED?qSO}Pe~?	13	23	16	46	1150	129	8.9147	1,3,2,1,0,2,2,2,2,2,2,2,2
L??EF?^Fp{^_~?	13	22	15	19	475	109	4.3578	1,2,3,0,1,2,2,3,2,1,3,1,1
L??ED?}N`{Jg~?	13	20	12	27	675	100	6.7500	2,2,2,0,1,1,3,3,0,2,1,3,0
L??EFBOFo^Ds~?	13	23	17	37	925	104	8.8942	1,1,3,3,0,2,1,2,3,3,1,2,1
L??EF?^Fp{^_~?	13	23	15	24	600	154	3.8961	1,2,4,0,1,2,3,2,1,2,2,2,1
L??ED?}N`{Jg~?	13	21	14	33	825	91	9.0659	2,2,2,0,0,2,3,3,1,1,1,3,1
L??EF?^Fp{^_~?	13	24	18	27	675	126	5.3571	1,2,3,0,1,2,3,3,1,2,3,2,1
L??EFBOFo^Ds~?	13	24	19	41	1025	101	10.1485	0,2,2,3,0,2,0,3,3,3,1,3,2
L??EF?^Fp{^_~?	13	25	18	27	675	175	3.8571	1,2,3,0,1,2,4,3,3,0,3,1,2
L??ED?}N`{Jg~?	13	22	16	33	825	84	9.8214	2,2,2,0,2,0,3,3,0,1,2,3,2
L??ED?qSO}Pe~?	13	24	19	41	1025	101	10.1485	2,2,0,2,2,1,3,0,1,3,3,3,2
L??E@_qBp{]ArW	13	20	13	25	625	75	8.3333	0,2,1,2,1,2,3,1,1,1,2,2,2
L??ED?}N`{Jg~?	13	23	17	36	900	104	8.6538	2,3,2,1,2,0,3,3,0,1,2,3,1
L??EFBOFo^Ds~?	13	25	21	45	1125	100	11.2500	0,1,3,3,1,0,1,3,3,3,1,3,3
L??E@_qBp{]ArW	13	21	15	24	600	66	9.0909	1,2,1,1,2,1,2,1,1,2,2,2,3
L??ED?}N`{Jg~?	13	24	18	45	1125	126	8.9286	3,3,3,0,1,2,3,3,0,1,2,3,0
L??E@bo{@{XgB{	13	20	12	27	675	100	6.7500	1,2,1,2,1,2,2,2,0,1,2,2,2
L??ED?qSO}Pe~?	13	25	21	39	975	100	9.7500	3,3,0,2,0,2,3,0,0,3,4,3,2
L??E@_qBp{]ArW	13	22	16	33	825	84	9.8214	1,2,2,1,0,2,2,2,0,2,3,2,3
L??ED?}N`{Jg~?	13	25	21	39	975	100	9.7500	3,3,2,0,0,2,3,3,1,1,2,3,2
L??E@bo{@{XgB{	13	21	14	33	825	91	9.0659	1,2,1,2,0,2,2,2,1,1,3,3,1
L??E@_qBp{]ArW	13	23	17	34	850	104	8.1731	1,1,2,1,2,1,2,2,2,1,3,3,2
L??ED?qFqZJg~?	13	20	13	29	725	75	9.6667	1,2,2,1,0,1,3,2,2,2,1,1,2
L??ED?ZxH{Jg~?	13	20	13	28	700	75	9.3333	1,2,2,1,0,0,2,2,1,2,3,3,1
L??E@_qBp{]ArW	13	24	19	41	1025	101	10.1485	0,2,1,2,0,3,2,1,2,2,3,3,3
L??E@bo{@{XgB{	13	22	16	33	825	84	9.8214	2,1,2,1,0,2,2,2,0,2,3,3,2
L??ED?qFqZJg~?	13	21	14	34	850	91	9.3407	0,3,3,1,0,1,2,2,2,3,1,1,2
L??ED?ZxH{Jg~?	13	21	14	33	825	91	9.0659	0,3,3,0,1,0,3,3,2,0,2,2,2
L??E@_qBp{]ArW	13	25	21	39	975	100	9.7500	1,1,2,1,1,2,2,0,3,2,3,4,3
L??E@bo{@{XgB{	13	23	18	33	825	79	10.4430	0,3,3,0,1,1,2,2,1,1,3,3,3
L??ED?qFqZJg~?	13	22	16	38	950	84	11.3095	2,2,2,2,0,1,2,2,2,2,2,1,2
L??ED?ZxH{Jg~?	13	22	16	33	825	84	9.8214	0,3,3,0,2,0,3,3,2,0,2,2,2
L??E@_NMeIfo~?	13	20	13	29	725	75	9.6667	1,1,1,1,1,1,3,3,2,1,1,1,3
L??E@bo{@{XgB{	13	24	18	45	1125	126	8.9286	1,2,1,2,1,2,3,3,1,2,3,3,0
L??ED?ZxH{Jg~?	13	23	17	36	900	104	8.6538	1,3,2,0,2,0,2,3,1,2,3,3,1
L??ED?qFqZJg~?	13	23	18	38	950	79	12.0253	2,2,2,2,0,1,2,3,2,2,2,1,2
L??E@bo{@{XgB{	13	25	21	39	975	100	9.7500	1,2,2,2,1,2,3,2,0,2,3,3,2
L??E@_NMeIfo~?	13	21	14	34	850	91	9.3407	1,1,0,2,1,1,3,3,2,1,2,1,3
L??E@_qBuZ^_~?	13	20	12	27	675	100	6.7500	0,2,1,2,1,2,3,2,1,2,2,1,1
L??ED?qFqZJg~?	13	24	19	43	1075	101	10.6436	3,1,1,2,0,2,2,2,3,2,3,0,3
L??E@_NMeIfo~?	13	22	16	32	800	84	9.5238	2,1,1,2,1,1,2,2,3,2,2,0,3
L??ED?ZxH{Jg~?	13	24	19	44	1100	101	10.8911	0,3,3,0,1,1,3,3,2,1,3,3,1
L??E@_qBuZ^_~?	13	21	14	33	825	91	9.0659	0,2,1,2,0,2,3,2,2,3,1,2,1
L??ED?ZxH{Jg~?	13	25	20	47	1175	125	9.4000	1,3,3,1,1,1,3,3,1,2,3,3,0
L??E@_NMeIfo~?	13	23	17	36	900	104	8.6538	2,1,0,3,1,1,2,3,3,1,2,2,2
L??ED?qFqZJg~?	13	25	21	41	1025	100	10.2500	2,2,3,1,1,1,3,2,3,2,1,1,3
*** psi >= 1/25 : L??EFB_KeW~_Fw Q=20 bip=16 dist=0 w=3,1,0,2,0,2,2,1,1,0,0,4,4
*** psi >= 1/25 : L??EFB_KeW~_Fw Q=20 bip=16 dist=0 w=3,1,0,3,0,1,2,1,1,0,0,4,4
*** psi >= 1/25 : L??EFB_KeW~_Fw Q=20 bip=16 dist=0 w=3,1,0,2,0,2,2,1,1,0,0,4,4
L??E@_qBuZ^_~?	13	22	15	32	800	109	7.3394	1,2,1,2,1,2,3,2,2,3,1,1,1
L??EFB_KeW~_Fw	13	20	13	25	625	75	8.3333	0,1,2,1,1,1,1,0,3,3,2,3,2
L??E@_NMeIfo~?	13	24	19	44	1100	101	10.8911	1,2,0,3,1,1,3,3,3,1,2,1,3
L??ED?}VVw^_~?	13	20	12	27	675	100	6.7500	1,2,2,0,1,2,3,3,2,2,0,1,1
L??EFB_KeW~_Fw	13	21	15	24	600	66	9.0909	0,2,2,1,1,2,1,2,1,2,2,2,3
L??E@_qBuZ^_~?	13	23	18	33	825	79	10.4430	1,1,2,1,0,2,3,2,2,3,3,2,1
L??ED?}VVw^_~?	13	21	14	33	825	91	9.0659	2,2,2,0,0,2,3,3,3,3,0,0,1
L??EFB_KeW~_Fw	13	22	16	33	825	84	9.8214	1,1,2,2,2,0,0,1,2,3,3,2,3
L??E@_NMeIfo~?	13	25	21	45	1125	100	11.2500	3,0,1,2,1,1,3,3,3,1,3,1,3
L??E@_qBuZ^_~?	13	24	18	45	1125	126	8.9286	1,2,1,2,1,2,3,3,3,3,0,2,1
L??E@_NBp{Xg~?	13	20	12	27	675	100	6.7500	1,2,1,2,0,2,2,2,2,1,2,2,1
L??EFB_KeW~_Fw	13	23	17	32	800	104	7.6923	2,1,2,1,3,0,1,0,3,3,2,2,3
L??ED?}VVw^_~?	13	22	16	33	825	84	9.8214	2,2,2,0,0,2,3,3,3,3,0,1,1
L??E@_qBuZ^_~?	13	25	21	39	975	100	9.7500	1,2,2,2,1,2,3,2,2,3,2,2,1
L??E@_NBp{Xg~?	13	21	14	33	825	91	9.0659	1,2,2,1,0,1,3,3,1,1,2,2,2
L??ED?}VVw^_~?	13	23	18	33	825	79	10.4430	2,2,2,1,1,0,3,3,3,3,0,0,3
L??EFB_KeW~_Fw	13	24	19	41	1025	101	10.1485	0,2,3,1,2,1,2,0,3,3,2,2,3
L??E@_NMeI}C~?	13	20	13	27	675	75	9.0000	0,2,0,2,2,1,2,2,3,1,2,1,2
L??E@_NBp{Xg~?	13	22	16	33	825	84	9.8214	0,3,0,3,1,1,3,3,0,2,2,2,2
L??EFB_KeW~_Fw	13	25	20	45	1125	125	9.0000	0,3,3,2,2,1,1,1,2,3,3,1,3
L??ED?}VVw^_~?	13	24	18	45	1125	126	8.9286	3,3,3,0,1,2,3,3,3,3,0,0,0
L??E@_NMeI}C~?	13	21	15	24	600	66	9.0909	1,1,2,0,0,3,3,1,3,2,2,1,2
L??E@_NBp{Xg~?	13	23	17	36	900	104	8.6538	2,1,1,2,0,1,3,3,0,3,2,3,2
L??EFBOFp\^_~?	13	20	13	25	625	75	8.3333	0,1,2,2,0,1,1,2,3,3,2,1,2
L??E@_NMeI}C~?	13	22	16	36	900	84	10.7143	0,2,0,2,2,2,2,2,2,2,2,2,2
L??ED?}VVw^_~?	13	25	21	39	975	100	9.7500	2,2,3,0,1,2,4,3,3,3,0,1,1
L??EFBOFp\^_~?	13	21	15	24	600	66	9.0909	0,2,2,3,0,1,1,3,2,3,2,1,1
L??E@_NBp{Xg~?	13	24	18	45	1125	126	8.9286	1,2,1,2,0,0,3,3,1,2,3,3,3
L??E@_NMeI}C~?	13	23	17	38	950	104	9.1346	1,2,1,2,1,2,2,2,3,2,2,1,2
L??EFBOFp\^_~?	13	22	16	33	825	84	9.8214	0,2,2,2,1,1,0,3,3,3,3,1,1
L??ED?^Fp{Jg~?	13	20	13	25	625	75	8.3333	1,3,2,0,1,2,2,3,1,0,2,2,1
L??E@_NBp{Xg~?	13	25	21	39	975	100	9.7500	0,3,1,3,1,1,3,3,1,2,2,3,2
L??EFBOFp\^_~?	13	23	18	33	825	79	10.4430	1,2,3,3,0,0,2,2,2,3,3,2,0
L??E@_NMeI}C~?	13	24	19	43	1075	101	10.6436	1,1,1,2,1,3,2,1,3,3,2,2,2
L??EDaoRX{Fo~?	13	20	12	27	675	100	6.7500	1,2,0,2,1,2,3,2,1,2,1,1,2
L??ED?^Fp{Jg~?	13	21	14	33	825	91	9.0659	0,3,3,0,0,1,3,3,0,2,2,2,2
L??EFBOFp\^_~?	13	24	19	41	1025	101	10.1485	0,2,3,2,0,2,1,3,3,3,3,1,1
L??ED?^Fp{Jg~?	13	22	16	33	825	84	9.8214	0,3,3,0,1,1,3,3,0,2,2,2,2
L??EDaoRX{Fo~?	13	21	14	33	825	91	9.0659	2,2,0,2,0,2,3,2,1,3,2,1,1
L??E@_NMeI}C~?	13	25	21	43	1075	100	10.7500	0,2,3,0,1,2,3,2,3,2,3,1,3
L??EFBOFp\^_~?	13	25	21	39	975	100	9.7500	0,2,4,3,0,0,3,2,3,3,3,0,2
L??ED?^Fp{Jg~?	13	23	18	33	825	79	10.4430	0,3,3,1,0,2,3,3,0,2,2,2,2
L??EDaoRX{Fo~?	13	22	16	33	825	84	9.8214	2,2,0,2,1,1,3,2,1,3,1,2,2
L??E@_N{H{Xg~?	13	20	13	25	625	75	8.3333	2,0,1,2,2,1,3,2,1,1,2,2,1
L??EF?}Fp{^_~?	13	20	12	19	475	100	4.7500	1,2,2,0,1,2,2,3,2,2,1,1,1
L??EDaoRX{Fo~?	13	23	18	33	825	79	10.4430	2,2,2,0,1,1,3,0,3,3,2,1,3
L??EF?}Fp{^_~?	13	21	12	19	475	141	3.3688	0,2,3,0,2,1,3,3,0,2,2,2,1
L??E@_N{H{Xg~?	13	21	15	24	600	66	9.0909	0,3,2,0,0,2,3,2,2,1,2,3,1
L??ED?^Fp{Jg~?	13	24	19	41	1025	101	10.1485	1,3,3,0,0,2,3,3,0,2,3,2,2
L??EF?}Fp{^_~?	13	22	15	19	475	109	4.3578	0,3,2,0,1,2,3,3,1,2,2,3,0
L??EDaoRX{Fo~?	13	24	18	45	1125	126	8.9286	3,3,1,2,1,2,3,1,2,3,2,1,0
L??EF?}Fp{^_~?	13	23	15	24	600	154	3.8961	1,2,3,0,2,2,3,3,2,2,1,1,1
L??E@_N{H{Xg~?	13	22	16	32	800	84	9.5238	1,2,1,2,0,2,2,3,2,1,3,2,1
L??ED?^Fp{Jg~?	13	25	21	39	975	100	9.7500	0,4,3,0,0,2,3,3,1,2,3,2,2
L??EF?}Fp{^_~?	13	24	18	27	675	126	5.3571	1,2,3,0,2,1,3,3,1,3,2,0,3
L??EDaoRX{Fo~?	13	25	21	39	975	100	9.7500	2,3,0,2,0,3,3,4,0,3,2,1,2
L??EF?}Fp{^_~?	13	25	18	26	650	175	3.7143	3,0,2,0,0,2,2,3,3,4,2,2,2
L??EFBOFo}Ds~?	13	20	12	29	725	100	7.2500	0,2,2,2,0,1,1,2,2,0,3,3,2
L??E@_N{H{Xg~?	13	23	17	36	900	104	8.6538	1,2,3,0,1,0,3,3,3,0,3,2,2
L??E@_qBp{Xk~?	13	20	13	25	625	75	8.3333	1,2,1,2,1,2,2,2,1,2,1,1,2
L??E@_qBp{Xk~?	13	21	14	33	825	91	9.0659	0,3,3,0,0,1,3,3,0,2,2,2,2
L??EFBOFo}Ds~?	13	21	14	33	825	91	9.0659	1,1,2,2,0,2,0,3,3,0,3,3,1
L??E@_N{H{Xg~?	13	24	19	41	1025	101	10.1485	1,2,1,2,0,2,3,2,2,2,3,3,1
L??EDaKRR`Fo~?	13	20	12	40	1000	100	10.0000	2,2,1,1,0,2,2,2,2,2,2,2,0
L??E@_qBp{Xk~?	13	22	16	33	825	84	9.8214	2,0,0,3,0,2,3,2,2,3,0,2,3
L??EFBOFo}Ds~?	13	22	16	33	825	84	9.8214	2,0,3,3,0,0,2,2,2,0,3,3,2
L??E@_N{H{Xg~?	13	25	21	39	975	100	9.7500	1,2,2,1,2,0,3,4,2,0,3,2,3
L??E@_qBp{Xk~?	13	23	17	34	850	104	8.1731	0,3,3,0,2,0,2,3,2,2,2,1,3
L??EDaKRR`Fo~?	13	21	14	33	825	91	9.0659	2,2,0,2,0,2,3,3,0,3,0,3,1
L??EDaoRYZFo~?	13	20	12	27	675	100	6.7500	1,2,0,2,1,2,3,2,1,1,1,2,2
L??EFBOFo}Ds~?	13	23	17	36	900	104	8.6538	3,0,2,3,1,1,0,3,3,3,0,3,1
L??E@_qBp{Xk~?	13	24	19	41	1025	101	10.1485	0,3,3,0,2,0,3,2,2,3,1,2,3
L??EDaoRYZFo~?	13	21	14	33	825	91	9.0659	2,2,0,2,0,2,3,2,1,2,1,3,1
L??EFBOFo}Ds~?	13	24	19	41	1025	101	10.1485	0,2,3,2,0,2,1,3,3,1,2,3,2
L??EDaKRR`Fo~?	13	22	14	42	1050	134	7.8358	1,3,1,2,1,1,2,2,1,3,2,3,0
L??E@_qBp{Xk~?	13	25	21	39	975	100	9.7500	2,0,1,2,0,3,4,3,2,3,0,2,3
L??EDaoRYZFo~?	13	22	16	33	825	84	9.8214	2,2,0,2,0,2,3,2,1,1,2,3,2
L??EFBOFo}Ds~?	13	25	21	39	975	100	9.7500	0,2,4,3,0,0,3,2,3,2,1,3,2
L??E@_NMeI~_~?	13	20	13	25	625	75	8.3333	1,1,1,1,1,1,3,2,2,1,3,1,2
L??EDaoRYZFo~?	13	23	18	33	825	79	10.4430	2,2,0,2,0,2,3,2,1,0,3,3,3
L??EDaKRR`Fo~?	13	23	16	40	1000	129	7.7519	2,1,2,1,1,2,2,2,3,1,3,3,0
L??EF?}Fvw^_~?	13	20	12	19	475	100	4.7500	0,2,3,0,0,2,3,2,2,3,1,1,1
L??E@_NMeI~_~?	13	21	14	33	825	91	9.0659	1,1,0,3,0,2,3,2,3,2,1,2,1
L??EF?}Fvw^_~?	13	21	12	19	475	141	3.3688	0,2,2,0,1,2,3,3,3,2,1,1,1
